comment_yt
"JAKARTA – Ahli Dewan Perwakilan Rakyat (DPR) Republik Indonesia, Ahmad Sahroni sekali lagi mengundang perhatian orang ramai apabila dilaporkan memiliki 19 bidang tanah dan 28 kenderaan, lapor portal berita Tribunnews hari ini. 

Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) mendedahkan bahawa nilai kekayaan Sahroni dianggarkan sekitar 328 bilion rupiah (RM84.3 juta). 

Jumlah tersebut kali terakhir difailkan pada 21 Februari lalu.

Menurut LHKPN, Sahroni memiliki 19 bidang tanah dan bangunan di beberapa wilayah yang bernilai kira-kira 139 bilion rupiah (RM35.7 juta)

Beliau turut mempunyai kereta mewah pelbagai termasuk Bentley, Ferrari, BMW, Mustang, Tesla, Porsche, Mercedes, Volkswagen, Suzuki, Toyota, Honda. 

Selain kereta, Sahroni memiliki beberapa buah motosikal termasuk Harley Davidson dan Vespa. 

LHKPN juga menyatakan bahawa Sahroni berhutang kira-kira 34 billion rupiah (RM8.7 juta). 

Beratus-ratus penunjuk perasaan menyerbu kediaman ahli DPR itu di Tanjung Priok, Jakarta Utara semalam. 

Di tengah-tengah ketegangan itu, Sahroni didakwa melarikan diri ke Singapura. 

Gambar dimuat naik di platform Instagram oleh akaun @irwandiferry menunjukkan Sahroni sedang menunggu penerbangannya di sebuah lapangan terbang. 

Maklumat tersebut masih belum disahkan secara rasmi"
Setelah ini akan ada lagi ga pejabat yang menyakiti hati rakyat dengan kata kata nyq
Jam tangan Sahroni 11 M apa benar
"Setelah kejadian ini kalau masih ada pejabat"" yg korupsi berarti kinerja hukum sangat bodoh dalam negri Indonesia ini."
Terus kerumah ketua DPR RI puan maharani
Abis tu rumah Uya Kuya dan eko
BUBAR....BUBAR SETELAH BRG2 NYA DI JARAH HBIS.
Para  masyarakat bersatu
Bagus rakyat Indonesians
Gw sbenernya gak setuju ada penjarahan.. Tapi kok liat rumah AS di jarah gw senyum2 ya... 😅😅
Terus saja sampai mereka tau
Rumah di looting cik😂
"Kalo jago knp kabur kau ,Roni? Hadapi dnk kan kau gentle 😅"
"Yg saya sesalkan ternyata rakyat juga banyak yg maling, sama saja dg mereka para DPR😭😭😭"
Yg penting black mamba milik istrinya msih aman dari penjarahan.....😂😂😂😂
"Coba KPK usut dari mana asal hartanya, coba cek perusahaannya, bilangnya punya Perusahaan tapi pas dicari izinnya di AHU Kemenkumham tidak muncul"
Kesenjangan yg amat teramat dipicu sedikit meledak
Pasti SAHRONI tidak akan mengira Rakyat akan seberingas ini karena bacotnya
"Terharu bgtdz w sm pk sahroni.. Amalan ap yg dia krjaakan, sehingga pindahan rumah aja, banyak wrga yg bantuin.."
"kalo orang pinta mutar uang, yang tampak pasti tidak seberapa ketimbang aset simpanan. bisa jadi di rekening masih banyak dan surat2 berharga/tanah ada dimana2. jadi meskipun 1 titik rusak ya anggap saja rugi secuil."
Mcm cerita P.RAMLI
"Brg2 tersebut dibeli dari uang rakyat, jadi wajar rakyat mengambilnya"
"IQ dibawah pas pasan, ngomong tak terkendali lengkap sudah kesialanmu di dunia ini"
"Bgini j saran dr rakyat jelata pa,,,KL ad pejabat korup serahkan aj PD masa jika pemerintah TDK mengadili mk biar masa aja yg mnghkimi"
"macam cerita 3 Abdul, Ayahnda marah tak..? astagfirullah, mcm mana jawaban di akhirat nanti kalau yang punya harta benda tidak menghalal kan, Ya Allah.. Lindungi lah kami.."
Alhamdulillah terimakasih Yaa Alloh ..
"Itu semua kekayaan an nya dari rakyat makanya di ambil lagi oleh rakyat, kok bisa sekaya itu si Ahmad Syahroni uwang dari mana kalo ga korupsi"
Ini termasuk tepat sasaran dimana memang umumnya para koruptor yang kena kasus jarang banget asetnya di sita pemerintah paling hanya beberapa saja pas di pengadilan bukan keseluruhan
Presiden kemana aj ini 😮😅
Jempol
SEHARUSNYA BIARPUN PHOTO HARUS HANCURUN JGN ADA YG KETINGGALAN
AMBIL RAMPAS RAMPAS
"AMBIL SAJA SMUA BUAT SAHRONI JD MISKIN TERNYATA SMUA UANG DARI RAKYAT, PEMERINTAH SANGAT TIDAK BIJAK ,COBA BAYANGKAN KERJA HANYA MAINAN HP, MOLOR,JOGER JOGET GAJI SATU HARI 3JUTA SEDANGKAN RAKYAT UNTUK MEMBAYAR PAJAK KERJA DIBAWAH TERIK SINAR MATARI ,TENTU PEMERINTAH MATA TIDAK BUTA MELIHAT RAKYAT DIDIESA DESA BAHKAN DIKOTA KOTA  BEKERJA KERAS UNTUK BAYAR BAJAK BLUM HARGA CABE SMUA KEPERLUAN NAIK BBM NAIK MREKA TERMASUK SAYA SANGAT SENDIH ,BLI BERAS SAJA BINGUNG.LHA INI PARA DPR YG KATANYA WAKIL RAKYAT TIDAK PERDULI SAMA RAKYAT, RAKYAT MAU MAKAN ATAU TIDAK ITU TIDAK DIURUS."
Itu baru secuil dari yang dia punya..tpi kamu harus tahu.sahroni..dulu kamu kere..juga dan jangan mentang² klo sudah kaya... walaupun itu hasil dari jerih payahnya kmu...tpi kenapa kamu lupa yang kasih kamu kaya...dan kayak kacang lupa kulit
Hancur dan malu 😝😝😝😝😝😝😝😝
INI SEMUA HAKIKATNYA DICINTAI ALLAH. SUPAYA MENYADARI HAKIKAT DARI MANA SEMUA YG DI JARAH DAN DIBAKAR INI BERASAL. ITU SEMUA MILIK ALLAH. DENGAN DIJARAH DAN DIBAKAR OLEH MASYARAKAT. SEHINGGA MEMUDAHKAN UNTUK MEMBERSIHKAN DAN MEMBENINGAKAN HATI HATI SAHABATKU YANG MASIH MENJADI MALAIKAT MALIK. RASA KEPEMILIKAN YG BEGITU BESAR SEHINGGA DAPAT MEMBAKAR HATI KITA. SUPAYA BISA MEMDAPATKAN SURGA YG HANYA BISA DIMASUKI OLEH HATI HATI YG RELA YG RIDHO MENGHADAPI KENYATAAN YG NYATA SEPERTI YG SUDAH BERLANGSUNG. SUPAYA ANDA SEMUA DAPAT MENIKMATI SURGA DARI PADA HARUS TINGGAL DIDALAM NERAKA SELAMANYA. HATI BOLEH SEDIH. TAPI ANDA HARUS SADAR. BUAT APA MENYEDIHKAN SESUATU YANG BUKAN MILIK ANDA. KARENA SEGALA SESUATU HANYA MILIK ALLAH. MAKA BERBAHAGIALAH DENGAN ALLAH YAKNI HATI YANG RIDWAN/ RIDHO. JANGAN BERBAHAGIA DENGAN KESOMBONGAN HATI. ITU YG SELAMA INI MENIPU HATI KITA SEMUA. SALAM DAMAI SELALU.
❤❤❤
"inilah kekuasaan Allah swt,ketika dia mau melihat ummatnya yang sudah kaya raya,apapun kehebatanmu,kalow Allah swt yang berkwhendak itu pasti akan terjadi,dan ini lah contoh terbesar kalow ada kelakuan kita yang tidak di suka sama Allah akan di murkahkan dengan cara sepeti inu"
Diantara ku dan besiii 🗿
Klen kembalikan smua tuh brg2 yg d jarah..tanpa klen sadari Intel dsitu smua dkerumunan klen..kembalikan sblum trlambat..
"Brg2 tersebut dibeli dari uang rakyat, jadi wajar rakyat mengambilnya"
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍Rakyat 💪💪💪💪🙏💪💪
Untuk jadi pembelajaran para koruptor 👍
"Biar tau rasa, klu ngomong jangan asal omong dong, musuhnya rakyat.ALhamdulillah."
semoga tidak ditunggangi oknum2 yg tidak bertanggung jawab dan tidak melebar ke rakyat sipil.
Mobiunya di ambil jual buat rakyat
Coba dari dulu rakyat cerdas dan kedepannya lebih harus cerdas koruptor harus di jarah juga biar kapok
"Kritik atau demo boleh kalau anarkis , merusak  dan ngejarah barang milik orang lain pasti ad hukum nya ."
"Harta Sahroni ❌
Harta Rakyat ✅
DARI RAKYAT, OLEH RAKYAT, UNTUK RAKYAT!!!"
Dpr rampas uang rakyat ni berganti rakyat rampas uang dpr bguus
Bnyk rkyt yg tersakiti jdi ny ketika mrk bersatu kkuatn ny maha dahsyat 💪💪💪💪👍
Ada kontol2 an😂
Dari rakyat kembali ke rakyat
Hai Ahmad super dan Mbah nya tolol...orang hebat seindonesia😂😂😂
"Beginilah kalo tuhan, allah yang bertindak, tetanggapun dak bisa nolong, hanya pormalitas"
😂😂😂😂😂😂😂
"Mewahhh yah rumahhjnya,,, hasil dari apa itu uang nya"
Memang harusnya seperti ini untuk menghukum penindas rakyat
"Jika rakyat mengamuk, Iron man di culik dan Spiderman pun Kalah tubuh sampai terbelah!!!"
"DPR mkan uang kita.dmna kaadiln nya kakim.DPR knaikn gji bgitu besar.yng mna mreka"" itu gk d naikn jga gjihnya dri korupsi aj.dah bsar pndaptn nya.masa pra gru"" yng besar jsa nya gk ad knaikn.mreka"" d ddik.bsa maca tulis tu jsa siapa?emng keadiln d indonesia ni dh hancur"
alhamdulillah
"Hukum palsu tak nisa adili pejabat biadab.. 
Maka rakyat membuat tindakan.. Jooooooossd Gandoosss Maantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa............................... P"
kesombongan bisa menghancurkan segalanya betul kan? paham kagak kalian. mknya jd pejabat jgn sombong.
Uang rakyat kembali ke rakyat.
Malang selalu Hadir
😂😂😂😂
Rakyat bersatu.
"Nah tuh, angota dewan yang sudah tidak terhormat silahkan lihat contoh perampasan azet koruptor."
"Banteng kalah pasti ada aja gebrakanya demo, aneh nya rumah puan juga aman curigaaaaaa"
mantap hancurkan
"Lihatlah rakyat ku betapa mewahnya rumah para pejabat kita , selama ini terbungkus sangat rapi dengan adanya hal seperti ini kita semua bisa melihatnya sangat luar biasa mewahnya"
Alhamdulilah .
Namanya.  Uang.  Hasil korupsi. Itu. Haram.  Karna.  Uang. Halal. Susah. Dicari.  Uang. Haram. Pun.  Banyak.di. perebutkan. Sampai. Dorong2an. Sikut2.  An
ya wajar org sombong harus dihajar dan dijarah
"Ya Allah ,Indonesia Gelap 😊"
Penampakan rumah megawati blum .
"Inilah hari kemerdekaan yang sesungguhnya...
Dari rakyat untuk rakyat."
"Jangan salahkan rakyat, karena hukum tidak berlaku bagi pejabat maka hukum rakyat yang berlaku untuk pejabat"
Pemandangan yang indah.
"Tdk kah kalian tahu syarak mngharamkan rampas dn curi harta org lain? ....yg haram tdk bisa dikatakan halal. 
Innalillahi wainnailaihi rojiun."
"Klau menurut saya mereka ini bukan korupsi,
Cuma mereka ini salah bertutur kata yang tidak akhirnya jadi sasaran empuk namanya massa."
"Lanjut aja ke rumah koruptor saudara.,"
"Inilah perayaan rakyat,dia hdp enak rakyat menderita."
Indahnya saling berbagi
Mampus tinggal rumah megawati nig
Ini rasa benar..tujan nya..percuma kalau demo di  gedung DPR orang nya gak ada...
😂😊
Kat sana polis tak berfungsi ke? 👀 Lelaki yang suruh keluar gitau barang dah habis tu siapaaa? 😂
"Judul ,,. Bukankah itu semua dari sini 😊😊😊😊😅"
"Apa beza rakyat sama org atasan Sama2 rakus,sama2 perampas"
Habiskan
Eko dan uya Kuya gmn😅
Saya pikir harusnya para petingi partai juga deh. Kan mereka hanya anak buah petingi partai
Bakarrrrr
ini baru mantap 👍👍 hancurkan aja semuanya sy dukung
Sukurin siapa suruh sembarangan klu omong
BKN haknya jangan di ambil dosa 😊
Ah itu belum seberapa kan rumah DPR byk
"Ayo semangat, bismillah"
Sekalian rumah Sandra dewi
"sebenernya adem ayem, tidak terhembus angin, selatan Enak, Enak, saja duduk di bangku DPR yang mewah dgn tunjangan miliaran rupiah dan ini ulah siapa itu selama sepuluh tahun.. 😂🎉😅😂"
😮😮😅😅😅😅😮😅😅😅😅😅😅😅
Mana itu rumah perempuan gemokk mahesaa gemokk  belum di gempooor habis menantang rakyatt si gemokk DPR sombong
❤ rakyat indonesia . Lagi terus
"Habiskan saja semua bangunannya 
Asal jangan di bakar takut kena ke tetangga"
Biar si sahroni jadi gembel. ❤
"Harus tumpessss para koruptor ,  harus jatuh miskin sialan orang yg suka makan duitt rakyatt , muka para DPR muka sombong"
Puas lihatnya 😂😂
Bravo saudaraku keruk habis hartanya
"Ratain aja sih rumahnya,"
Itulh akibat mulutmu yg kotor sahroni
"Indonesia MERDEKA
😂😂😂"
Mantap sah perampasan aset koruptor..tinggal hukuman mati y..klo GK di sah kn juga..halal darah koruptor buat di masa
Salah kata sedikit aja gini akibatnya..rakyat sekarang ga seperti dahulu 🙏
"Itu yang jerit2 barangnya udah habis, siapa bapaknya sikontolnii itu ya"
"Hati2, kalau Rakyat SDH marah, mrk bersatu, hancur Semua, mrk udah sulit cari mkn, MK kalian di DPR jgn semena2😢😢
KL rakyat Semua rakyat SDH turun tangan bersatu, kalian Bs apa"
Asli perampasan aset pejabat😂
"Makanya pak sahroni jangan Sombong. Kalau sdh begini, mau apa kamu. Habis kamu sahroni. Mampis kamu sahroni."
"Tampang/penampilan sih boleh, yang tadinya tukang semir, jadi kelihatan lagi aslinya.... 😅"
"Makanya jangan bilang orang tolol,"
Aku salut Ama masarakat yg demo demi keadilan cuma jgn sampai menjarah milik orang yg BKN hak kita shg kebenaran.  Bisa jadi salah
Ayo serbu rumah koruptor 270 triliyun
"anarkis ini , lebih anarkis saroni,"
Ikut seneng lihat nya ❤
Geser rumah Puan kapan ni?
Duit rakyat kembali ke.rakyat jangn kamu bilang menjarah
Ga balik duitnya ke rakyat soalnya dihancurin semua
"semua aggota dpr sekalian
biar mereka paham
kalau mereka pembantu masyarakat"
Warga gak menjarah
0:21 Kisah usang tikus tikus kantor yang suka berenang di sungai yang kotor kisah musang tikus tikus berdasi yang suka ingkar janji lalu pergi lari
MU jadi apa negara ini ya Allah
"Lanjut terusss, bubarkan DPR, bubarkan DPR"
MUNDUR DIRI ??? ENAK AJA..SITA ASET MEREKA...MEREKA DAPAT   FEE MINIMAL 5 % DARI PROYEK
Mampus
"Itu mah cuman 10% nya doank , Masih banyak sisanya yg diumpetin dekat rumah utamanya !"
"🎉🎉🎉🎉 buat pelajaran untuk para pemakan uang rakyat yang tidak tahu diri,,"
Rumah Krisdayanti lagi dll
Mgkin orng seprti ini kalau mati gk ada yg mau ngubur
Rumah koruptor juga sekalian dijarah..
Ahmad Sahroni DPR gila  dpr rakyat yg milih
Ini baru perampasan aset yang sesungguhnya oleh masyarakat😂😂😂setuju sekali buat anggota DEWAN PEMERAS RAKYAT...yg arogan dan spmbong
"Lanjut rumah dpr dpr yang lain,,yang tak membela rakyat"
PATEN KALI BAH. !!!!!😂😂😂
DALAM SEKEJAB ALLAH HANCURKAN HARTA AHMAD SYAHRONI !!!! AAMIIN YA RABB❤❤❤
Seharusnya ke setiap rumah DpR biar adil
"ITULAH AKIBAT TDK DI SAHKN UU PERAMPASAN ASET,AKHIRNYA RAKYAT MERAMPAS DG CARA NYA SNDRI,HRPN SAYA KLI INI DPR HARUS BUBAR KRN BNR2 TDK ADA GUNANYA BGI RKYT,MEREKA HNYA MMNTINGKN DIRI SNDRI DAN MMPERKYA DRI"
😂😂😂😂
Mampus kau sahrony. 😅😅😅😅
😂😂😂..di sisain  kolam renang doank  gk di jarah..sy GK ke bagian donk..
Bdw bukannya dlu kalian juga yg memuja2 sahroni ya? Inget banget dlu sahroni dipuja puja
Mantaaaaap mantap itu hak rakyat juga gur tdk anggap penjarahan tapi nagih hak rakyat
Rakyat lupakan penderitaannya selama ini
Kalian kerrenn
Cari brankas nya pasti ada tu
Siap siap penangkapan para perusuh dan penjarah instruksi di laksanakan
Sikattttt
Inilah kita merdeka. R UU PERAMPASAN ASET. Sudah di sahkan sama masyarakat
"Waduh rumah gue hancur.itulah kata"" Sahroni yg lagi nonton rumahnya di serbu masa..hihi"
"Setiap ada pejabat atau anggota dpr  yg koruptor harus di demo dan rumahnya dijarah,"
Mantap
"Belum masih kurang rampas aset mereka. 
Bagaimana mai fi sahkan perampasan aset klo malingnya anggota dewan semua"
Sahroni sebelum menjabat memang sudah jadi crazy rich dia berjuang dari nol.harus nya GK ikut politik jg GK ngaruh.jabatan memang membuat orang lost control.
Berlakukan untuk semua koruptor
Itu ada berita katanya polisi lagi mencari vasial muka di cctv ini berarti polisi mau menangkap pelaku
Kapan giliran puan dan aggota dpr yang menolak perampasan aset koruptor
Akibat ngomong rakyat Tolol... Akhirnya digeruduk rakyat.. Dipilih rakyat tp melukai hati rakyat
"RUMAH TIM SUKSES ABAH..
DIJARAH ANAK ABAH
DIKASIH NILAI BERAPA?..11..LAYAK.."
"Entah kenapa meskipun yg katanya anarkis tp kok ada rasa bahagia lihat rumah aggota dpr rusak parah,, mungkin inilah sa'at nya rakyat jadi kpk dadakan"
"oke  Lanjutkan,,,Hancurkan sehancur hancurnya......"
Hiii....tabungan nya om Sahroni lah masih banyak itu di jarah sebagian kecil saja dr harta nya LG ngungsi ke luar negri dg jet pribadi
Kasi bakar
Harta Tu semua hak RAKYAT jadi silakan  silakan ambil semua
"Jgn lupa aset suaminya sandra dewi, 271t lho itu"
Ayooo semangat kawan
Jelas DPR tidak mewakili rakyat tapi mewakili partai masing2 buktinya rakyat marah wakil rakyat GK becus😅
Ini baru bener langsung ke sumbernya
TNi turun padang nangis kalian😂
Rumah Sri Mulyani kapan nih yang suka naikin pajak
mantab
Ya hukum rimba harus di berlakukan😂
"Hahaha mantap, 
Ketika rakyat di rampok 1 per satu kini giliran satu rumah di rampok se cara ramai²"
1 kata = MAMPUS
Aku ko senang ya lihatnya
Mulut mu harimau mu
Masih ada gedung tinggi bro 50 meter dari rumah nya  ada mobil puluhan
Kacung Saroni neh
TOLONG DONK RUMAH NYA sandra dewi harvey moeis juga di jarah hancurin bakar
Merdeka rakyat Indonesia
😂😂😂petugas asuransi ...
Banyak yg jackpot 😂😂😂
Dari rakyat diambil sama rakyat
maju teruss
Masih ada sofa dan mobil itu yg blm diambil
Setuju
"Sekarang era digital orag awam pun bisa merakit bom, tunggu saja"
"Akan ada teroris dimana mana akan ada ledakan dimana mana tunggu saja.
Siapkan mental untuk para pejabat bangsat"
Mobilnya bakar semua
Nyembur😂
Bahagia luar biasa ❤❤❤❤❤❤❤❤❤❤❤ hidup rakyat
Orang suka pamer ke kayaan harus di hancur in aja .rakyat gak di urusin konten yg di urusin
Kapan ke rumah puan Maharani
Gotong royong yg  membagakan❤
LPG Mbah Lil kapan?
Iya.jngn lupa rumah uya koyak dan eko
"Bagus kya gini rkyat lngsung trun yngan ke rumahnya aja, dripada bentrok2 ama polisi demo, rumah dprnya msih utuh orangnya sewa hotel ongkang2 tuh di hotel sana"
Mudah mudahan ada kebijaksanaan anggota mpe setelah ini
"Hebat nya Rakyat indonesia, jangan kan penjajah dalam negara, penjajah di luar negara pun di lawan, merdeka Rakyat Ri"
Korputor tembak matiiii
"saya sangangat setuju jika masarakat yg menghukum para koruptor,, siap"" para koruptor di habisi masa jk RUU tidak di sahkan. kaliat ber senang"" di atas penderitaan rakyat, kalian tidak punya hati dan perasaan, ini adalah karma buat kalian, kalian tidak akan selamanya menikmati betapa indahnya sorga dunia, ini adalah neraka buat para koruptor."
Itu azab buat SHAHRONI dulu demo lengsernya pak Harto  di tahun 1998 dia menzarah rumah ...dan toko di jakarta
Sehat selalu masa seluruh nusantara
Amarah rakyat sdh sampai puncaknya.
Mulutmu harimau mu..!
Alhmdulillah
"Coba lihat komentar2 rakyat, betapa senang dan mendukung kejadian ini, pertanda rakyat sdh muak dan marah kelakuan anggota dpr dan pejabat. Msh blm percayakah? Bahwa rakyat muak dg dpr dan pemerintah? Bodoh banget kalo ga percaya..."
Akibat ..Salah ngomong  .Haduhhhh
Sahroni nya manA..? Kabuur
"Sudah ngak demo sehat , hati hati waspada awas jangan kriminal"
"Sangat puas
Sekalian sahroni bantai"
😂 itu beli dr pajak rakyat ambil lagi gpp 😂😂
Jngn cuma rumahnya yg dihancurin tp Blokir jg rekeningnya
hiduo mewah rakyat menderita
"sikat aja terus, lumayan barang gratis😂"
Mantap Sahroni kamu kemana😁😁
Mantapp
"Rakyat yang hidupnya sudah susah malah semakin dibebani dengan beragam pajak, sembari kesehariannya mereka mesti melihat kehidupan hedon para anggota DPR yang berasal dari korupsi duit pajak mereka. Itu pun masih saja para anggota dewan tersebut menuntut kenaikan gaji dan tunjangan. 

Ya jelaslah rakyat marah. Mereka tidak bisa diam terus. Sehingga, pengadilan jalanan menjadi satu-satunya cara, ketika hukum tak lagi bisa diharapkan. Ini peringatan tegas bagi para pejabat negara. 

Kalau mau meredam, jangan cuma minta maaf, tapi lakukan juga aksi nyata yang menyejahterakan rakyat. Revisi berbagai kebijakan yang tidak rasional."
Usulan pak Jokowi perampasan aset koruptor di sahkan wajib'
Jangan lupa patung iron Man kawan
Jara aja guys mumpung gratis
"Makanya hati 2 klw bicara, jangan membuat amarah rakyat menyalaaaa@"
"Belum seberapa itu kerusakan nya rumah orang kaya seperti sahroni, masih banyak harta nya ya kan 😜"
Kapan rumah si puan srimulyani dan luhut binsar
"Habiskan ...
Saatnya rakyat berpesta ..
Ditunggu rumah2 dpr yg lain"
Tidak di jarah tapi di ambil karena itu belinya dari pajak dan pajak yang bayar warga yang ambil barang
"yaampun
yauddah"
"Orang dpr: woi itu rumahku udh mewah malah rusak 😂

Tapi gpp lah, uangku masih banyak 🗿"
Good bagus sngat salut buat warga priuk mampus lu DPR
Rakyat semangat trusssss mantap.Sahroni pecat org sombong so pintar
Itu baru rakyat yg cerdas ayo habiskan aja mas Sampek kosong.biar Sahroni tidur di jalan
Satu.lgi rmh dedi sitorus dari pdip
Sangat Memuaskan lihat Video ini...
Gw gembira banget liatnya 😂
TERUK NYA WAEGA KONOHA..BETUL2 TAK ADA ADAB
ramai bner tamu sahroni😅😅😅😅
"Rumah yaqud cholil, nadiem makarim, sama ronald tannur jga itu tolong di tarik pajaknya jga donk Dari pada polisi yg ngejarah rumahnya kenyang dah thu"
Itu hanyalah sepucuk kuku di banding penderitaan rakyat
",saya setuju kalau mau demo dirumah  anggota  mereka supaya mereka tau itu kesusaan rakyat"
"Mampus lu monyt bakar aja rumahnya, itu duit rakyat in8"
Hukuman sosial pantas bagi mereka 😂
Bner2 di miskin kan rakyat mantep
"Ini sebagai upaya untuk memberi efek jera kepada dpr, jangan dilihat menjarahnya, tidak akan kaya juga menjual hasil jarahan, lagi pula barangnya juga berasal dari uang rakyat, melalui aksi ini masyarakat berbicara secara tidak langsung kepada anggota DPR, sebanyak apapun link anda, sepandai apapun anda berdebat, kami masyarakat tetap bisa menerobos aturan-aturan yang anda buat dan yang pasti didalamnya telah anda buat celah untuk bisa anda manfaatkan untuk kepentingan anda atau kawan anda atau kelompok anda"
Runah MUKIDI DI SOLO  NEXT😂😂
"Tepok tangan yg gemorohhhh 👏👏👏👏,
Untuk ke hancur makhluk rakus ini"
"Mantaaap , lanjutkan saudaraku !!!"
"NAH KALAU TINDAKAN SEPERTI INI. BENAR..
AMBIL SEMUA HARTA RAKYAT YG SUDAH DI NIKMATI PARA PEJABAT 👍👍👍👍👍👍👍👍👍👍"
Ayooo miskin kan mereka
"Ambil semua apa yg ada ..itu semua milik rakyat kok .
Alhamdulillah doa ku di kabulkan Allah SWT.
Hidup rakyat yg menghancurkan itu .semoga kalian puas"
😂 sungguh menyenangkan agustusan kali ini
Makanya jangan nenggina rakyat.. jelass gaji di bayar oleh rakyat menghina pula . Ambil semua jg termasuk rumah Eko Patrio itu
Tiada sipil behaviour
Gas beli inti sari
Buat peringatan untuk DPR yg lainya....
Gini bagus biar masyarakat yang mengadili bila hukum nya sudah sakit.jangan seperti jaman Jokowi masyarakat tidak bisa bertindak.
"Kalau mencuri sama aja, klau dirusak mending"
"Sahroni dulu dari kluarga krg mampu trs diangkat derajatnya sama Allah menjadi kaya raya setelah kaya lupa diri,dia lupa bagaimana hrs berterimakasih ke Allah dengan cara bersyukur dan berperilaku baik ,dia lupa asal muasalnya maka dari itu kembalikan dia ke dia yg dulu ya Allah 
Kalau dia kebal hukum,bisa membeli hukum di Indonesia maka rakyat lah yg akan menghukum mu dan kalau kau ttp tidak sadar smoga Allah lgs yg akan mengkummu wahai anggota dewan yg katanya terhormat"
Rumah nya hancur..hati nya juga hancur...gara gara mulut nya bau busuk😅😅😅😅😅
Siip..
Kompak rakyat..setelah menjarah masih ingat istighfar..😂
Jngn nanggung jarah semua rumah dpr
Hukum dari masyarakat lebih ampuh dan manjur juga adil
"Pantesan ya, waktu pengibaran bendera ada beberapa insiden upacara 17 agustus kemaren, bendera tebalik, tali putus dll.

Oh ternyata ada tanda ini, Wahualam"
"Cari pembunuh profesional gak usah jauh jauh, cukup ke polsek saja"
"Alhamdulillah..
Makanya klw ngomong hati"" apa lagi tinggal di Priok habis Lo."
"Ahmad Saroni , adalah contoh Korun masa kini, jadi mari kita jangan sombong setelah di titipin harta bukannya bersyukur ,  menolong orang orang miskin malah menari nari di atas penderita an rakyat,❤❤❤"
"Sampai detik ini masih adakah ingin menjadi DPR,yang tahta dan kedudukannya diperebutkan,jarang sekali yang benar benar ingin mengayomi rakyat,bela rakyat,kedudukan direbutkan hanya ingin mencari gajih yang fantastis"
Rakyat  bertindak 👍👍
Harta jarahan kena jarah😂😂😂
Rumah smua DpR
"Gudjop wahai saudaraku teruskan perjuanganmu doaku slalu menyertaimu
 Merdeka."
"RUMAH SUDAH SEMEWAH INI MASIH MINTA TUNJANGAN RUMAH, PADA GILA TUH ANGGOTA DEWAN PEMERAS RAKYAT"
"Wah demo model msna nich...
Kok penjarahan"
Ruumah. Hasill dwek rajyat iki wes dii bbakkaar. Aae
Ruumah. Hasill dwek rajyat iki wes dii bbakkaar. Aae
Makanya jangan coba lawan rakyat
"Alhamdulillah 
Inilah rumah yang katanya wakil rakyat"
"Kalo pemerintah gk bsa sahkan uu perampasan aset, serahkan ke rakyat. Biar rakyat yg rampas aset nya dgn cara begini 😅"
Wajib di ambil karena.harta milik Sahroni hasil dari uang rakyat....
Alhamdulillah...
Kerja yg sangat bagus. Lakukan disetiap rumah para koruptor
Mantap
