komen_tt
"nah gini baru mantapppp.. jangan busway gaes, itu Angkutan umum anak2 yg cari nafkah, DPR ma ga Naik Busway gaes"
WOI YG IRONMAN LUCU BGTT😭😭
dari kejadian ini harus nya semua pejabat sadar siapa majikan sesungguhnya
bagus jdi rakyat gak disepelekan terus..kasian rakyat udah kehidupan makin susah..eh disepelekan sama pemerintah....😭
Kasiii faham!! Mulut nya sangat nyakitkan hati
Ini parah siih🔥
"request uya kuya, (maap gugup)"
woi ini mahal anjir🗿
Real ini mah harta adalah titipan
ambil lagi uang kalian teman²😂 jngan sungkan itu pajak kalian
uya kuya bang dah follow
"kalau ini aku setujuuu sekLiii .
ituu laki-laki yg joget-joget kmaren harus nyusull tuhh"
nah ini bru bener
next kuya sama si eko🤟🤟🤟
mahal kek nya ini
woy jni mahal anj😭 seru bgt🔥
tinggal rumah nya Uya Kuya ma Eko Patrio ges
"the real ""serlok tak parani"" 😭😭"
NAHHH GINIIII HARUSNYAAA
SERUU BANGET ANJRR MAU IKUTAN MUMPUNG KULIAH GUA DI PRIOK
mantap wkwk
"ibu Mentri keuangan, ada jadwalnya engga?"
Otw rumah uya kuya sblum di beresin barang”nya😂
Gokil woy😂😂😂😂
"Buat pelajaran para pejabat yg lain, supaya g semena² dg rakyat🙏"
nahh ini baru keren😂
Ini demo yang paling bener
senangnyaa aku
ini dia letak asiknya 🤭
"nahh kalau beginii pasti di dukungg, yang penting jangan fasilitas umum kitaa temen temenn🫰🏻"
info uya kuya
satuu lagii rumahh sii eko
bagus buat pembelajaran anggota DPR lainnya termasuk ketua...jgn macam2 sama rakyat
"hati"" saudara ku🔥"
kalian kereeeeeen sumpaaaaaah puas saya liatnyaaa
udah kya gini ketua sm anggota dpr masih mau diem diem bae ni? mau disusulin satu satu kerumah nya apa begimana si
mksh kawan.. seneng liatnya
GK akan ada lagi anggota dewan berani ngatain kita macem2 lagi😂😂
Gak pernah sebahagia ini seumur hidup w 😂
usahain kaya gini terus biar pada takut buat ulah
Rakyat yang berkuasa sekarang🔥
dari rakyat kembali ke rakyat 🔥
nah ini dia langsung ke inti yakan
the real pengepungan di bukit duri
"Eko Patrio sekalian nitip ya💪, semogakalian dalam lindungan Allah 🤲"
Req rumah2 lainnya kak.. dah folow🗿
gua suka gaya kalian🤣
"dah bener ginilh, dr pd gedung2
soalny ntr pembangunan bru lg,anggaran lagi,di korupsi lg🫣"
hidup rakyat indonesiaaaaaa
"jangan cabut dulu we, udah priper buat renang ini"
ANJIRR IRONMAN NYAA 😭😭😭
Info rumah eko sama uya
tpi jangan wargaaa sipil yg gk berdosa
NAHHHH MENDING GINI YA GESS YAA
kalo di luar negri ada kejadian gini .DPR nya pada mengundurkan diri
dari rakyat kembali ke rakyat🔥🔥🔥
"nah gini aja jngn fasilitas umum , klo fasilitas umum kan ntr kita"" juga yg susah , klo kek gini baru puas w liat nya ."
Kalau ini setuju bangat🫵🏻🫵🏻
nah yg ini gapapa banget gua mah
"""woy ini mahal anjir""😭"
gapernah gw seseneng ini
Ironman pun tidak bisa berkata kata😭
"harusnya uangnya diambilin buat dibagi"" sm para pendemo"
Klw yg ini udh gpp terserh 😂😂 yg pnting jngn halte
Seneng banget bangun tidur liat ini🥰🥰
MANTAP BETT ANJJJ
"Eko, Uya, dan Nafa sekarang pas tau mereka juga di incar sama mayarakat be like :"
sudah saya aman kan 1
eko patrio lgsg packing😭😭😭
PENGEN IKUTTTT WOILAAA😭😭
Jd pelajaran buat pejabat lainnya jangan pernah menganggap remeh masyarakat🙏
lanjut sri mulyani
Merinding sebadan badan ngeliat ini. Jangn sampai di bakar ya. takut nya kena rumah warga yg lain..
lanjut rumah sri mulyani
woyyy lo semua kerennn🥳
jangan lupa ambil surat tanah / surat rumah nya😭
"kalo rumah warga/penduduk setempat gk boleh di jarah, tapi kalo rumah dpr, bebas dah😂"
bisa mkn itu klo ad mknanan ruma sgde itu😭😭
NAH KALO INI BENER GUE SETUJU!!
emang harus masyarakat subuh gerak🥰biar kapok yg nantangin
Pulang2 dpt surprise dari masyarakat
PUAS BGT LIAT NYAA !!!!
gapernah seseneng ini
INI PALING KEREN ANJIMMM
nah ini tepat sasaran demonya langsung ke tujuan
keren njiir kaligrafi gak dihancurin
"nah kalo gini siapa tau para pejabat jadi pada takut buat korupsi kn , krna demo'nya langsung ke rumah'nya masing²🤣🤣"
"iron man coyy, mahal itu😳"
jgn anggap reme rakyat kecil klo rakyat udh ngamuk segede apa kekuasaan itu terlihat kecil dmna rakyat
dunia seheboh ini gue cuma rebahan
Nah kalau yg ini baru gw setuju! Krn harta kekayaannya dipertanyakan bersumber dr mana 🙏
@Sani Nurrahmayanti: nah gini aja jangan pasilitas umum yaa
Eko sama Uya Kuya udah ketar ketir ini
Iron Man pun dibuat tak berdaya oleh masyarakat😭
nah ini baru OKe
next uya kuya
gini gua setuju cohhh🤗
agustus tahun ni sibuk bngt😫😭
"nah langsung ke point nya aja, jangan merusak fasilitas umum ya guyss"
masih ada rumah satu nya satunya lagi wkwkw
keren kali Terima kasih rekan2 kalau memang ini rumah syahroni😎
ada yg dapet PS 5 jir
nah kalo gini kan enak gitu liatnya setara lah sama omongan dia🙏🏻🥰
"pliss pengen ikut ambil juga, itu hasil dr uang2 kita juga kan 😂😂"
velg mobilnya tuh lumayan 1 biji 2jt lebih laku itu
ngethrift sebenarnya ini mah 😂
"nah seharusnya gini gak usah gedung pemerinth nnti keluarin anggaran lagi negaranya, kalau rumah pribadi keknya gak pp"
nah ini baru bener🤣
pemandangan yg luar biasa
lanjutin netijen
cakep cakep
"puas banget liat nya, terharu bgt sama kalian semua"
"seharusnya semua sepakat pake masker
nnti takut bnget orang2 yg ikut di cari sama dia gais 😭 apalagi yg ambil barang2nya"
sehat2 para pencari keadilan 🥺
SETUJU BANGETTT INI MAHH
"Klo ini saya dukung, asal jgn jarah sesama rakyat"
senangnya aku lihat warganya akur banget😅😅😅😅😂😂😂😂🤣🤣🤣🤣
Part 2 rmh s puan🤣🤣🤣
Besar banged lagi rumahnya🙏🏻🙏🏻
ANJ SENENG BNGT
dunia sedang kalang kadut dan aku masih mager diatas tmpt tidur😭
woww menyala bangsaku kerennnn👍👍👍
keren bangggg
Pliss seru banget😂
nah gini benerrr
"gokil,ini baru keren lgsng savage ke yang nantanginnua!"
Lantaii keramik dinding harus sampe bersihh guyss 😂
INI BARU DEMO!!!
ayo semangat lagi harus datangin semua rumah2 nya
HIDUP RAKYAT....!!!!!
pliss siapapun yang punya ide ini makasih kalian kerennnnn🫰🫰🫰🫰🫰🫰🫰
"dari rakyat,kembali ke rakyat.."
alhamdulillah terwakili terima kasih bg sehat semua buat kalian
"senang sekalai lihat nya, semangat untuk rakyat yg demo semoga sehat selalu😁"
NAHHH MANTAPPPP
klo ini baru demo ditempat yg bener
"Astaga akibat mulut dewan yg g bisa jaga mulutnya,rakyat lg sensitif g salah klo mereka muak jadinya"
aura rakyat level up anying 🤣🤣🤣🤣
MAKASIHHH SUMPAA MAKASIHHH ABANG ABANG SEMUAAA🥺🥰🤗🌞👊😚😚😚
jangan dulu pada pulang woi. nginep minimal 1 minggu lah. 🤭😂
“patung ironman berhasil di bawa” 😭😭
baru kali ini gue kecewa nggk bisa ikut😭😭😭
bang dapet apa aja bang?? sepatu jangan lupa bang😅
Ireng man:Salahku apa bang🗿😂
mewah banget yaaa rumah nya
Nahhh giniii🤣🤣🤣
nah gini puaass BGTT guee🔥
"mood bgt cuyy, semangat semuanyaaa"
uya kuya kpn
Next uya kuya pls
"saya sangat setuju dengan hal2 seperti ini,
karna sya juga sudah muak dengan pejabat2 negara yang semaunya sendiri,
jadi masyarakat juga bisa semaunya sendiri...
para pejuang ke Adilan semangat,, doa ku menyertai kalian semua..."
"plis kalian lucuu bgtt, sehat ' semuaa🥺🥺"
barang² mahal semua jir
request uya kuya sama eko patrio bang🗿
yaallah hatiku sangat puas sekali yallah. sehat sehat para pendemoo. sehat sehttt
nahh ini setuju bngttt!!! yg penting jangan ngerusak fasilitas umum ya guysss take care kalian semuaa🫶🏻
annggp saja ruma sendiri😅
dari rakyat untuk rakyat
sy setuju
semangat aku lihat nya.best
nah kalo gini keren...setuju gua
saya suka saya suka...😎
PLIS UYA KUYA WAJIB SIH
setuju kali sama kelen weiiiii👌👌
wkwk rakyat dilawan mana main🔥
"next uya kuya, sama eko 🔥"
Mantap the next rmh uya kuya & eko
The real rakyat yg berkuasa
"please yg mukanya ke rekam hati² yah, takut di culik sama pihak yg tdk terima digituin, be carefull guys 🥰"
kalian kerennnn🤣 saya syukaaaaa
ini baru kerennn
Seruuuu Beuttttttt😭😭😭😭 Ronnn hikmah dari ucapanmu ini Ronnn🤸‍♀️🤸‍♀️🤸‍♀️🤸‍♀️
rakyat kalo udah bener bener marah semengerikan ini loh heyy para pejabat melek
"kerennnnnnnnn
ini gue setuju🤣🤣🤣🤣🤣🤣"
"pinter banget, ide siapa nih!!! 🥰"
terpantau eko dan kuya malam ini sudah pindahin barang2 berharga nya guys😩😩🤣
Seru anjer
kalo gini gwe demen. daah gk main main pintar gk usah pasilitas umum semua kan itu yg menggunakan... semgt
"Nahhh gini, jangan fasum yg di rusak"
"iyaa ini benerr😁 bahkan brangk45 pribadinya di rumah itu di jebol, dan uang tumpukan pecahan 1000 dollar singapur di gawerin cuma2 ke masyarakat sekitar situ"
ini baru jos. jangan polisi yang di jadikan kambing hitam
Rmh uya kuya dong
nahh kalo ini gw setuju 🔥
Nh ini saya setuju 👌
ASLI GA PERNAH SE BAHAGIA INI GW BUKA TIKTOK😂
"GK PPA kaa,yang di pake beli smua juga kn uang kita🤭"
Cuma vt ini yg membuat saya sekeluarga bahagia 😅
Puas banget liat nya…semoga yg demo selalu dalam lindungan Allah 🥰
uhh anjir Lexus gila sih barang mahalll🤣
ada yg dapet jam tangan Richard mille anjrr😭
LAGI PLS LAGI 😭
nah yg gini bang gw setuju banget
sukaa bgtt liatnyaaa🤭🤭
Anjiii barang2 mahal semua cokk pantesannnn...😂 Itu ironmen mehong 😳
kalo ini gue dukung 1000% dahhh
the power of rakyat🗿
"gk ada alarm darurat sih,beda bet rumah gw sederhana tpi ad sinyal darurat😏"
"Ne yg betol, gw setuju 10000%"
Besok2 pasti ga ada anggota dewan lg yg berani sama rakyat 😁
lanjut pa eko
anjir ga bisa berkata2🙂
KALO INI SETUJU POLL. SANGAT MENDUKUNG
Biarr mereka ga betah di giniin terus speak up nurutin maunya rakyat
wkwk kalau di kasih paham kaya gini bikin pejabat lain ketakutan nih
nah gini kan kereeen 😎
next eko
iron Man nya mahal banget tuh
hoki parah yang dapet jam richard mille😭😭
belum juga 9.9 udah pada flash sale semua😭😭
"mayan temen"" balik modal semua😭🙏🏻"
penyitaan aset yg sesungguhnya
next kak udah follow
Gw paling seneng rumah Sri Mulyani anjj
Baru kali ini aku senang nonton tiktok😅
rakyat tuh hrus berani bgni loh biar mereka nggk semna2 sama rakyat kapok mereka
"mending gini, langsung ke akar permasalahannya 😂"
nah nanti sahroni mau minta maaf atau tetap merasa hebat. dia gak kebayang ini bisa terjadi
pasti tetangga nya PD ketakutan 😳.
sahroninya lagi liburan
baru kali ini happy liat videonyaa
ironman : kok gue yang di seret🙂
woyy lahhh aku cape nge like in komentar kalian 😂😂😂🤣🤣🤣
yang ambil iron man mending kasih gw🗿
ultramen : saya salah apa ko saya bawa sih 😭
serius ini kita ga bsa live?
kalo ini setuju banget😇
Ironman tidak mampu menghalau demonstran❤️
"brutal banged warga konohaaa, tidak bisa diragu kan lg kekuatan warga Konoha😁"
patung iron:aku d seret d siksa aku salah apa cokk😭
yampun...se dahsyat ini kah badai nya???
“wey udah” kek lagi main dsru pulang😭
nahhh yang ini baguss asal jangan fasilitas umum yaaa
"nah ini baru benerr,bukan ke gedung dpr nya"
jooooosss
"gpp kesal dan demo guys, tp jangan ambil yang bukan hak kita. kalau kita ambil, ntar kita sama aja dengan para tikus berdasi yg suka makan hal rakyat🙏🏻😭"
lanjut rumah sri Mulyani
"PUAS BANGET ASLIIII, KERENNN"
matap kawan tingal Eko belum kawan ma Kuya Kuya
ANJIRRR HAHAHAHAHA
kami anak medan boleh ikut gak?? 🙏
keren biar gak ada pemerintah yang berani meremehkan masyarakat..
jadi pelajaran buat pejabat yg lain. jgn seenak nya bicara
Uya kuya
"NAH KALO INI BARU BENER, GUA DUKUNG 100%, JANGAN JARAHIN TOKO TOKO RAKYAT BIASAAA YAAAA,🥰"
klo ini aku dukung kawan2..semangat
semoga setelah ini gaada lagi anggota parlemen yg nantangin rakyat☺️
"kenapa si pada ga ngabarin,mau ikut ngambil gayung""gayung rumah gua udah lumutan soalnyaa"
Alhamdulillah saya bangga pada kalian smga kalian smua sehat
Itu la yg rakyat rasakan saat pajak di jarah
kalau gini baru setujuuu dri pada fasilitas umum yg di rusak
nah ini ok nih
"Semoga Para Pendemo, Mahasiswa, Ojol dan Rakyat Indonesia
Selalu Dalam Lindungan ALLAH dan selalu berada di Jalur ALLAH untuk Menegakkan Kebenaran, Keadilan dan Kesejahteraan bagi Seluruh Rakyat Indonesia.
Aamin....
🤲🏻🤲🏻
🤝🤝🙏🏻🙏🏻"
"mark iron man pun tak berdaya,...😂😂"
keren banget😁
klo begini bagus setuju jngn fasilitas umum👍
YANG ADA MALAH MINTA ANGGARAN LEBIH BESAR🤣
live gabisa 🗿🥀
"ini baru bener, kalo ga mau nerima kritik dari kinerja, mari memasuki ranah pribadi"
aplgi ada yang ngmbil surat tanah jir pling gong si😭
TOPPPPPP
"Duh harusnya ikutan juga pas bagian iniii, untung jauhh🫠"
"KAYAK BREAK STORY YG RI ROBLOX AHAHAH, yang ver 1 rumah penjahatnya diamuk😭"
sumpah bobok keramiknya mahal semua itu
Coyyy baju Ironman 😭😭😭
Dari rakyat untuk rakyat yuhuu
dunia sibuk ginih bro😁
GEPERNAH SE BAHAGIA INI 🤣
"mantap kawan kawan
gw ucapkan semangat kawan kawan"
dari rakyat kembali ke rakyat ..
rumah puan Weh rumah puan sehhh
rugi gak ikutan mau bawa mobilnya pulang 😭
"""patung aeromen berhasil di bawa""😭"
mewah bgt rumh nya
makin seru nihh 🤣🤣🤣
MANTEP BET
"klu udah rmh Syahroni trs rmh Kuya Kuya dan lanjut seterusx ,jgn lupa rmhx Buega dan anakx"
demi apa ya Allah aku kok suweneng banget sampe nangis😭
menyala wi
ketika rakyat sdh muak
Gapapa duit kalian juga😭🤣
busettt apinya bang💥🔥
"Bingung mau komen apa,untuk para pendemo jangan sampe tindakan kalian nanti ujung ujung nya malah merugikan kalian semua juga(semua rakyat) Karena beliau pasti Nya nanti minta pertanggungjawaban Nya ke negara🙂🙏"
mantap biar g seenak nya klo ngomong dijaga pak sahromi
yaallah ini emang ngakak bgttttt
"to much anjir,tapi setuju sih😭😭😭"
"Menyala gass terussssss,sehat sehat buat yg demo"
rumah uya sama Eko bang udah follow😹
""" woy lempar Kon""😂😂😂"
gas abis ini uyakuya
"uya kuya,eko patrio,puan kapan nih.biar paham mereka."
Medan DLAM perjalanan BG
next uya
up 😁
IH JIKA MOBIL NYA GAK DI HANCURIN MENDING MOBIL NYA BUAT WARGA😭😭😭😭
masih lewat di fyp jir
""
gacor bg
"Τι ωραία που θα ήτανε να το ζήσουμε και εμείς αυτό στη χώρα μας.
😁"
joget sangat..😂
Kalo bonusnya kayak gini gua pengen ikut 🥺
Hrp sna ok2 sis nk pergi jogja ni selamat ke
udh kayak geme coc jir🗿
где это??
Terbaik👍🏻
mantapppo😁
puass banget anjer 😭
nahh better gini gasiii
rumah gue emang terbuka😹😹
"RUMAH DPR YG LAIN JUGA, DPR YG MENYE MENYE SIKAT HABIS…!!"
rumah uya uya kapan
BANTU UP!!
""
full senyum
cari aku🤣🤣🤣
mantaap jngn macam macam sma rakyat Indonesia🇮🇩
harusnya begini saja biar yg lain ketar ketir . jangan mau diadu domba sama polisi 👍
pasti marah Sahroni sama penjaga kompel nya 😂
memang punya rakyat semua itu💪lanjut sodraku
uya kuya dong bgggg
Uya kuya kapan men
"Yang penting jangan dibakar, soalnyaa kasian rumah yg disebelahh"
dari rakyat untuk rakyat
keren kalian sehat2 ya warga😭😭😭
"rumah puan,sri mulyono,uya kuya,eko patrio juga"
kaget banget woyy subuh2 liatt iniii puasssss bangettttt😭😭😂
kalo tau gitu gw kesana ambil surat² rumah nya ajaa🗿
rumahnya bagusus sekali mewah bngettt....annjirr
itu lampunya bawa he mahal itu 😭
Gara2 kejadian ini makanya eko patrio lgsg bikin vt permintaan maaf🤣🤣🤣
"Eko, iya Kuya nyalakan biar mereka paham gimana susah nya mencari uang"
orang nya ke luar negeri kak...
"Jangan lupa Eko Patrio, Uya Kuya, Nafa Ubach, sri mulyani"
ini gw baru setuju
"ada sebab ada akibat , tidak ada api nyala tanpa ada gesekan"
yg mukul mobil pakai kain punya Maslaah apa😭😭
kerennn abangku 🔥🔥
Kalian luar biasa 👏👏👏👏👏👏👏👏kalau gini saya lebih setuju !!!!!!!!!!!!!👍 👍👍👍👍👍👍
Nice kawan ❤️🥰
gokil brooo
menyala boskku lanjutkan .
lagi ka pls lagi demi aku🤭🤭🤭
"mak gw liat dia bilang gini "" eh lampunya buat aku aja"" 🥰"
Waaah bener kagum buat semua rpendemo
Rumahnya Sri lagi woi....!!!!
puasss bgtt ngeliatt nya ihh😭
masuk masuk anggp sjaa rumah sndiri😂😂😂
"ginibaja plsssss🙏😭, Lanjutinnn, Jangan yang lain, Ini ajahh, langsung kerumah, jangan Fasilitas umum yang kenaknyaaa"
yeeesssssss
SERUU BGTTTTTT BGT BGT
saya cuman bisa ucapin trimakasih buat masa👍👍👍👍👍
KOK NGGA AJAK AJAK SIIHHH
uang pajak kah itu yang buat beli ironmen?😭
Seruuuu😁😁
NAHHH INIII BARU BETULLLL itu uang rakyat hrusnya untuk kepentingan rakyat bukan pribadi
Sistem jemput bola dikantor ga ada berrti dirumah 🤣
Nah kalo ini baru benar
mantaaap sukses buat kawan2 semua.....
GAPERNAH SEPUAS INI LIATNYA🤣
SERU BANGET PLIS LAGI
NAAAHH INI BARU BENERRRRRRRR🤣
good job 🥰
Aman aja.. kita2 cuma mau main kaan
"tanjung Priok tu, bukan kaleng2"
Rumah uya dan eko
req next uya kuyaaa
AKU MAU TAS LV NYA😭
JOS BANGEDDDD
"nah ini baru betul,jgn fasilitas umum yg dirusak,karena aparat diperintah hanya menjaga fasilitas umum supaya jangan dirusak pendwmo,karena itu dibangun dari pajak kita sendiri."
auto jadi tajir melintir gak sih
rumah kita gede juga ya
"Nahh ini yang bener, ini komen pertama gw selama belasan tahun yg dukung demo."
njir bneran di gruduk .. 😂
pasti bnyk yg panjang tangan🤣
uya kuya eko kapan😁
GA PERNAH SEPUAS INIII
Nah ini seru
keren abis kaleannn😎
uya kuya kapan
terimakasih y teman2....sudah mewakili ...saya sangat puas 🙏🫶
"Nah mending gini,daripada ribut ama polisi"
ini baru bener
req puan maharani
nah ini baru bener
nah ini baru bner
sehat sehat kalian para pendemo
"ko ga ngajak sih, kan gw mau ambil kasur"
teruskan tetap hati hati🔥🔥👍
"nih peringatan buat anggota dpr lainnya, jgn sekali2 melawan rakyat....🔥"
@noviasihh
ganti uya kuya dong
"otw rumah iya uya kuya,"
turut bersuka cita
mantapp
jujur gw kecewa banget sama kalian yang ga ajak gw
lampu juga dibawa g ?
Stay strong!Indonesian people deserve better government and rights!
sri mulyani lagi guys
SENENG BANGET GUA LIAT NYA ANJAY😭
