komen_fb
Lanjutkan saudaraku kalian telah mewakili sakit hati rakyat Indonesia krna perkataan dewan yg sombong
Waduh perampasan aset
"Seharusnya sudah waktunya aparatur negara,instansi""yg tidak layak,di musnahkan,baik pemerintahan, kabinetnya,instansinya,mereka hanya penguras kekayaan negara,apakah tidak ada jendral dari TNI yg berjiwa nasionalis,(KUDETA)negeri ini harus di bersihkan.karena sudah sangat kotor,lihat Afrika selatan.presidenya sekarang betul""pro ke rakyat.indonesia setiap instansi,korup,begitu juga kabinetnya sama saja"
Revolusi Harga Mati.....!!!
Yang demo benar..yg njarah ambil kesempatan
"Kalau untuk demo dgn Damai aku dukung,,. Tp kalau sperti ini mah bknya demo tp ngerampok"
Hasil menjarah uang negara maka sekarang rakyat juga perlu menjarah uang hasil korupsinya
Di moseumkan aj barang2ny dipajang.
tepat sasaran..jgn ke tetangga sebelah mereka.
Mental bobrok...  gak ada bedanya dngn yg di demo. Tipikal org kalo jadi anggota DepeEr bakal lakuin hal yg sama jga.
BAKAR....BAKAR....BAKAR....BAKAR SAJA.
Emang niat maling
"RAKYAT dah muak dengan ulah PEJABAT ya satu satunya jalan people power senjata yg tidak bisa dihentikan dimana kekuasaan & kesemena mena para PEJABAT gak bisa dikontrol ,REFORMASI sia sia karena telah dirusak oleh oknum2 yg AROGAN"
Gass perampasan aset...
Sudah jauh dari kata aspirasi rakyat
Bahlil dong sama opung
Yang gak kebagian bersabarlah
Sudahlah jeng sri mulyani ihlaskan penjarahan ini seperti zakat yang anda ucapkan. Mungkin ada harta anda yang belum bayar zakat sehingga rakyat bantu ambil zakatnya jeng sri.
semoga negeri ku
"Dengar pernyataan dr bekas wakil president kita, sepertinya dia tdk heran dgn gaya hidup Hedon pejabat kita bhkn harta yg didpt dgn tdk jelas begitu biasa aja bg dia."
Perampasan aset oleh rakyat
Mantap
"Jangan heran kalo rakyatnya hidupnya jauh dari kesejahteraan, karena caranya sama aja kaya tikus dewan, cuma beda cara dan kesempatan… lucunya lagi kalo nanti hidup susah ga ngaca dengan ulah2 seperti ini malah salahkan pemerintah lagi.. polanya gitu gitu aja kayanya"
"Pemerintah dan msyrktnya sm"" tukang berdalih dan sama"" tukang rampok ."
Ketika HUKUM tak Berjalan sebagaimana Mestinya maka Pengadilan RAKYAT... Adalah Solusi.
Masya  Allah harta yg dimbun buanyak buangeet tujuh turunan tdk habis pikirnya dgn kuasa Allah habis seketika itula skibat ma elampaui batas rakus tamak gila dunia
Kalau hasil jarahan masuk ke kantong sendiri sama dengan korupsi bentuk lain.
"Huruhara lanjutan  ini kukira  sdh ditunggangi tangan² tak terliat negara asing yg tak senang dng kebijakan presiden Boo terkait hub bilateral. Diantaranya bergabungnya indonesia ke brick, beli alutsista turkiye dan prancis, trus perburuan riza chalid dsb.."
"Mudah-mudahan rumah Jokowi,Luhut,Sigit Listyo, juga ikut di jarah oleh rakyat"
Saatnya rakyat bergerak dan pejabat sekarat..
Bahagia banget liatnya rumah puan jangan lupa
"Joss sekali Wak,"
ok gas ok gas
"Kayanya yg joget2 gak hanya uya kuya,eko,ada juga ibu ibu dpr nya gas aja semua,saya bantu doa dr rumah semangat kalian semua"
"Yg menjarah tinggal tunggu di jemput  aparat sj, wajahnya terlihat jelas di foto dan video yg tersebar"
"Wah, kesempatan utk mnjarah."
"Baru beberapa rumah saja aset yg d korupsi ketahuan jumblah nya , ...."
"Wahai para warga. Tetap fokus pada misi demo kemaren. Diduga sdh ada sebagian penyusup di demo 2 hari terakhir. Tujuannya utamanya minta presiden turun, diganti wakilnya. Tetap fokus sekitar"
Aksi nyata ... Perampasan aset para tikus2
mantab....ok gas..ok gas
Sepertinya ada yg menunggangi demo nih?utk kepentingan pribadi. Yg menjarah itukan hasilnya utk dia sendiri jadi dia sama dgn org yg dijarah (koruptor) nya. Jadi penjarah dan yg dijarah sama2 koruptor.
LBH MALUUUUU  : - 1.rmh dista kpk  2.RMH disita RAKYAT DGN DIJARAHH ...ala ROBINHOOD dr si kaya ke si miskin
Ini aparat diam sajahh seperti sudah di skenario......ini kriminal perampokan. Kamu ingin Indonesia damai. Hati- hati jgn kita masuk ke dalam skenario bisa mengakibatkan krisis ekonomi seperti negara lain. Kita mau Indonesia damai agar anak2 bisa sekolah dan kita bisa cari makan dgn damai.... berdoalah kita.
Rakyat sudah mengesahkan undang-undang perampasan aset!
"Terasa janggal, penjarahan ke rumah-rumah para anggota dpr ini seperti sudah diprediksi oleh mereka. Kenapa begitu mudah menjarah serta tidak ada pengaman sama sekali dari pihak polisi?"
"Pemilik Sah Negri ini adalah Rakyat, dinyatakan didalam Undang undang Dasar 1945 bahwa Kedaulatan Negara Indonesia itu ditangan Rakyat, bukan ditangan Penguasa , kalian para Pejabat digaji dari uang hasil tetesan keringat Rakyat, Agar Negri ini Kondusif seperti semula Pemerintah agar segera 1.Mengesahkan dan menetapkan Undang-undang Hukuman Mati dan Perampasan Aset Koruptor, 2.Turunkan  Gibran, 3.Bubarkan DPR, 4.Ganti Kapolri, 5.Ganti semua orang orang di KPK dengan melibatkan Rakyat/ (lembaga Independen) Kalau 5 Tuntutan diatas tidak dilaksanakan secepatnya, lebih baik Prabowo dan Gibran turun dengan legowo sebelum dipaksa turun oleh Pemilik Sah Negri ini (Rakyat)"
"Apa bedanya dgn korupsi, akarnya sama dosa mengambil barang yg bukan miliknya. Stop penjarahan"
"Semoga dari kejadian ini para pejabat takut dengan kemarahan publik. Anda ber statement asal-asalan, kami penjarahan."
"Mantaap,itung itung perampasan aset aja lah"
"Guru adalah contoh bagi murid, lha wong pejabat DPR nya sendiri yg terang terang an ngerampok uang rakyat, kl rakyat balik ngerampok ya jgn marah! Jangan marah ataupun dendam lho ya bu, kan kata ibu sendiri kl sebagian harta anda ada hak orang lain  Hidup rakyat kecil! Mari lanjutkan kawan, masih ada byk pejabat yg korup yg blm kebagian"
akibat kekecewaan rakyat jelata yg telah mendalam
"Saya dukung demo, tp penjarahan itu rampok namanya, proses hukum saja, biar rakyat lihat keadilan , listyo Sigit/ kapolri   dgn Jendral yg punya integritas & Pengayom"
Korban penembakan aparat mana nih
"Yg mendukung 58%  ehh Wowo malah sibuk mensejahterakan para pejabat dng menaikan gaji jongos²nya, Lantik sana sini sementara rakyatnya hanya dicekoki bansos dan kenaikan pajak serta kebijakan amburadul.... Selamat menikmati"
Ini beneran? Sekelas BBC tlg kalau buat berita tlg dikirimkan jurnalisnya langsung ke TKP dong...
"Baiknya rekening mereka di bekukan dan miskinkan keluarganya, itupun kalau presiden berani ambil tindakan tegas tp kalau tidak, korupsi akan terus berlanjut dan masyarakat semakin tidak sejahtera."
Apakah ini UU Perampasan Aset yang diingingkan DPR ?
"Kita tau mulut TUAN SAHRONI TIDAK BAIK, dan masih banyak rekan rekan dia yang mulut pahit,.. akan tetapi penjarahan ini juga tidak baik kerana mengambil secara tidak baik,..tapi foto video jangan nampak wajah mereka,.. takutnya nanti sahroni dan kawan kawannya balas dendam"
Jarah terus
bahagia baget baca berita kex gini
Penjarahan dan pengrusakan tidak dibenarkan
"Semakin kemari, semakin berubah versi, bukan lagi jarah toko warga, sekarang jarah property pejabat. Dari sini kita bisa melihat rakyat sudah mulai ada perubahan."
Hidup  Rakyat
Dr pda merampas harta negara dan merusak fasilitas ya lebih baik rumah yg bikin rusuh di garap
Dari rakyat untuk rakyat.
Rakyat sudah muak kayaknya dan capek
Amat di sayang kan  demo yg tadinya baik dengan tuntutan untuk kita rakyat Indonesia
Pengesahan Undang-undang jalanan perampasan aset pejabat korup
"Para pejabat yg rakus serakah dan menuhankan UANG! Selama ini dikiranya harta dan kemewahan mereka bisa nyelametin mereka dari ""azab Allah"" baik di dunia dan akhirat, di dunia dalam bentuk kemarahan masyarakat yg muak dan di akherat berupa siksaan api neraka kelak. TENTU SAJA TIDAK BISAAA!!!"
"Setidaknya ini menjadi pelajaran utk semua pejabat negara ditingkat manapapun utk tidak membuat statemen yg melukai dan membuat rakyat marah, sok pamer2 kekayaan, pamer healing jalan2 keluar negeri dll ditengah kondisi kebanyakan rakyat yg masih kekurangan dan utk hidup sehari2 saja susah."
"Stay safe, saling jaga, jaga Indonesia."
Ini contoh perampasan aset koruptor ya... di jamin klo ambilnya begini kapok itu para koruptor...
Hal demikian menunjukkan bahwa masih ada rakyat yg perlu barang tersebut
Lanjut rumah nusron wahid tito karnavian yg kemaren bikin heboh
sama2 garong
Sita aset2 koruptor yg sebenarnya..
Ambil saj nak. Itu uang pajak kalian
Najis dicolong. Mending dihancurin.
Kualitas pemimpin dan pemerintah adalah cerminan dari kondisi dan karakter rakyat yang dipimpinnya. Ini kan pemerintahan keberlanjutan yg 58% masyarakat pilih kmrn.
UU tertinggi skrg d tangan rakyat...sita semua aset2 pejabat yg k byakan hasil korup
"Rakyat indonesia masih banyak yg miskin dan kelaparan , tapi kenapa Indonesia sok kaya ..kirim bantuan ke Gaza ..Hamas adalah Teroris ..sementara banyak wilayah Indonesia kelaparan karena miskin ...kekacauan saat ini adalah kutukan awal ..mohon hentikan bantuan ke Gaza dan alihkan ke NTT dan Papua .."
Ini sdh bukan demo. Murni penjarahan.dan jauh melenceng dr tujuan awal dr demo. Ini demi kepentingan pribadi. Memanfaatkan situasi demi kepentingan pribadi.menodai dr tujuan demo.sdh pelanggaran berat.
"Miskinkan mereka,kembalikan uang rakyat kepada rakyat."
"Ini bukan penjarahan,,, tapi undang-undang perampasan aset"
Mau prihatin tapi pejabat juga sering menindas rakyat.
"Mantap,sekali2 mereka hrs merasakan bagaimana rasanya di rampok, seperti mreka merampok bangsanya sendiri, lanjutkan saudara2"
Penulisan tanggal nya salah min.
dari rakyat kembali ke rakyat berlaku untuk semua pejabat yang korup
Ganyang malaysia tukar slogan ganyang dpr
"Ini yg sy setujui, langsung sita semua aset di rumah2 mereka."
"sebagai rakyat jelata dan tidak kebagian suara. mungkin tidak bisa demo hanya dengan orasi , orang orang kecil seperti saya protesnya ya hanya dengan tindakan nyata. ketika suara tidak di dengar maka tindakan nyata harus di lkukan. dengan penjarahan yg dilakukan saya tidak setuju tapi juga tidak melarang. ra setuju yen sek di jarah gone warga . tapi setuju yen sek di jarah gone tikus tukus berdasi apalagi yang di jarah punyanya sernov, punya sandra dewi dan punya para koruptor koruptor lainya."
"segera sahkan UU perampasan aset, atau rakyat lakukan ini"
"Ini sudah ga benar,  klo emang mau kasih pelajaran / efek jera pejabat,  jgn d jarah."
"Pulang liburan ke luarnegri pusing dah,,,mana jbtan di copot,rumah udah parakporanda,,trnyata jatuhin orang sombong dan angkuh gak prlu bbrp Thun ya....kunfayakun"
"Jika UU perampasan aset tdk disahkan, maka rakyat bekukan DPR. Rakyat yang berkuasa, berdaulat bukan penjilat, koruptor. Gaji DPR diturunkan. Hapus tunjangan."
"Kriminal? Memang iya , provokator ? Mgkin saja terleapas dari semua itu ini gambaran masyarakat yg sudah muak dg pejabat2 asbun, nir empathy yg tidak bisa menanggapi kegelisahan2 yg terjadi di masyarakat , ini the real perampasan aset"
mngkin  bgini jika UU rampas sita aset pejabat versi rakyat LANGSUNG .
"Sebenar mau demo atau mau curi sih ,sya lihat berlebihan demo ini manfaatkan situasi untuk mencuri dan bakar fasilitas umum"
Biarkan rakyat yg menghukum para aparat .
"Jika pemerintah tidak mampu melaksanakan perampasan aset, masyarakat mampu melaksanakan. Terbukti rakyat merampas aset beberapa rumah anggota DPR."
Geng jual besi sudah bertindk... Hahhaha
"BUBARKAN SEMUA PARTAI POLITIK, DPR, MPR, PENGUASA DAN PARA PEMERINTAHNYA...RAKYAT JELATA..YANG HARUS PEGANG KENDALI NEGARA INI SAAT INI..NEGARA INI SUDAH HANCUR LEBUR DI KUASAI PARA PENJAHAT YANG JADI PARA PEJABAT...!!"
Giliran rumah Sri Mulyani??? Love it! Love it! Love it!!!
Ini hak rakyat yang di rampas anggota dpr...jadi sah sah aja rakyat tarik kembali haknya yang dipermainkan dpr.....inilah bentuk ketidaksanggupan dpr menjadi wakil rakyat tapi malah merampas dan memeras rakyat sendiri....
"Kalian pade kagak sadar, semakin byk pejabat nyang kalian bikin listnya wat dijarah maka semakin deket jugak artinya warga biasa ikutan dijarah. Itu yang kalian pengen ??"
Real perampasan aset.
Request rumahnya luhut donk
"Menjarah itu juga tak baik dan di larang,sama aja ngerampok,..cari aja di sahroni tolol"
Indonesia itu blum bisa jadi negara maju
"HARUSNYA RUMAH PUAN BANTENG JUGA DI GRUDUK,SELAKU KETUA TIKUS"
"kalo sudah begini, Masyarakat dan pejabatnya sama sama jadi perampas,....ADIL dan BERADAB  ????"
"3 rumah lagi ,rumah sri mulyani ,rumah puan ,dan rumah fadli jon"
"""Mereka teriak soal keadilan, mengaku membela rakyat, tapi cara yang dipilih justru memperlihatkan wajah asli mereka: merusak, menjarah, dan mengambil hak orang lain seolah itu hal yang benar. Demokrasi yang mereka gaungkan ternyata hanya topeng murahan, karena di balik teriakan itu ada kerakusan dan sifat barbar yang lebih parah dari pemimpin yang mereka hujat. Ironis, mereka merasa lebih baik, padahal kenyataannya jauh lebih hina—pemimpin yang mereka anggap zalim saja tidak sampai bertingkah seburuk mereka. Demokrasi di mulut, tapi sifat perusak sudah jadi darah daging; pejuang rakyat katanya, padahal mental maling kampung tak bisa disembunyikan."""
KENAPA MESTI DIBILANG MNJARAH TOH RAKYAT NGAMBIL YG JADI HAKNYA KETIKA PARA BAJINGAN MNJARAH ANGGARAN MEDIA BACOT G TUH
"Ini uda keterlaluan menurut saya, silahkan tuntut apa yg kalian tuntut tp jngn smpe main fisik."
Demo bolehlah tapi jangan menjarah.. memalukan.
Amarah rakyat memuncak..mmg harus dikasi pelajaran
Hati.. Hati..
"Mmang aspirasi itu perlu utk mengkritisi dan mngawal kbijakan pmerintah srta prlu juga mmbrikan sanksi sosial bagi para pejabat.. nmun jgnlah smpai mrusak dan mnyasar fasilitas umum, pnjarahan dsb.. tu sdh smkin mlenceng jauh dari niat dan tujuan awal.."
Martabat HUKUM  di indonesia hancur di  mata dunia internasional
Begitu mantaaap..
Ngerii lagi viral rakyat di pulau jawa melakukan aksi penjarahan
Ini pencurian perampokan dan wajib di tindaki
Mobilnya jgn diancurin bisa di bikin odong odong sewain ke anak anak hehe
Woi jagan lupa biaya pajak penjarahan bayar sama Mulyani...
Unjuk rasa yang ada di lapangan saat ini adalah massa bayaran dan kelompok kriminal untuk menciptakan situasi chaos.
Ini lah kemarahan rakyat yg selama ini di pendam.. menjadi bom waktu yg siap meledak
"dari rakyat untuk rakyat, memang punya rakyat dari awal"
Dwn mling yng dmo malah ikut ambil barang 2ancurin jngan di bwa plang sma aja yuri sy ykn itu bkn ade mahasiwa yang jarah itu premanyng yusup  nkri berduka  amin
"Menjarah dan membakar itu salah, tapi tindakan , ucapan dan perangai pejabat dan wakil rakyat serta aparat yg disumpah itu lebih salah dan jahat. Mereka digaji, disumpah untuk melayani dan mengayomi masyarakat. Tapi apa yg mereka perbuat???"
UU PERAMPASAN ASET
Opung Luhut kapan ditengok nih
Jgn lupa yg korupsi 270T datangi juga
"Sedih sekali mmg melihat situasi skrg ini, tapi bagaimanalh, sdh terlanjur ngomong"
"Yakin semua rakyat kebagian saat menjarah,,, yg untung org yg ngambil bukan rakyat kecil yg diam dirumah melihat"
Semoga bisa jd pelajaran buat aparatur negara lainnya
Bandar segala akar masalah kok gak didatangi
Tetap hati - hati dan waspada. Keselamatan juga penting
"Mudah""an massa ga dapet alamatnya Dedy sitorus"
.... Iri Dengki ..
DPR itu mewakili siapa?..DPR yg baru asli..akan hadir lagi? Mimpi ??..DPR -ini pelajaran berharga untuk mu..yakin akan berubah meski dg sejuta kata maaf n air mata?
Nanti mreka bisa di tuntut aksi premanisme dn pnjarahan gk si
Dari demo jado anarkis... sdh nggak bener ini
DPR tidak mengesahkan RUU PERAMPASAN ASET. RAKYATLAH YANG MERAMPAS ASET DPR. MENARI NARI DI ATAS PENDERITAAN RAKYAT INDONESIA  REFORMASI  SAMPAI MATI SUDAH ADA YG MATI ANGGOTA GOJEK
Sungguh di sayangkan kok di jarah doang gak sekalian di bakar..
Trs kalo hasil jarahan apa itu halal utk kasih makan keluarga.
"Dan akhirnya, lihatlah siapa beban negara sesungguhnya"
Suruh pindah ke mars...
"Cari,kerja ja ssah padahal klau dah dapat loker, gaji sebulan baru 1,7 itu bangun,malam tidur,pun malam ke,semut yg ga,ada punya mimpi kerna tidur,pun jarang,  sekarang pejabat pamer,harta hati,, entar d,amuk masa, masa sdah 90% PKI"
Iron man tewasnya di Indonesia
next rumah koruptor triliyunan yang cuma divonis ringan oleh tipikor
Kita sendiri ini sudah banyak dosa bukanya bertobat malah merusak menjarah barang milik orang lain. ..
Kenapa ?????
"Rakyat jadi perampok, sama seperti pemerintahnya. Mau dibawa kemana bangsa ini? Kl terus terusan seperti ini , Indonesia bisa bubar, tak ada aturan yang ditepati, baik oleh rakyat kecil atau pemerintah. Menyedihkan."
Kenapa ibu sri tdk pasang badan. Kasian rumah nya
Ini baru namanya Undang - Undang Perampasan Aset
Selanjutnya rumah Luhut sama puan Maharani
perampasan aset sesungguhnya
Lanjot
"Banyak yang berjoget kemarin ,ada ibu hijab merah, tapi aman ya , aneh juga ini"
bila KPK sudah tak berguna lagi biarkan rakyat yg menghakimi
Mana video d rmh ibu pajak Indonesia
Lanjut ke koruptor yang lain lur
"Beneran hukum Negara tumpul maka hüküm rimba berlaku ,makanya jangan nantangin rakyat"
"Ini pelajaran buat pejabat,   pejabat itu tidak selamanya enak, kalau sudah datang musibah ia seperti ini, jangan pernah melawan rakyat,  rakyat sudah merasakan sakit , pedih setiap hari , kejoliman bagi rakyat yang tak mampu itu makanan setiap hari, ketidakadilan bagi rakyat itu sangat nyata ,  hukum begitu tajam bagi rakyat yang tak mampu ,  jadi rakyat itu selalu salah..      ingat .. manusia kalau sudah lapar nyawa pun di pertaruhkan,  begitu juga rakyat sekarang, selama ini selalu di tindas oleh pejabat ,  mungkin dendam inilah yang tersimpan di hati rakyat sehingga tidak takut lagi dengan hukum dan nyawa."
Kalau itu hasil korupsi gapapa tapi kalau milik pribadi seharusnya jangan lah...KLO mau jarah punya Jokowi tuh
"Dari pada Aset perampasan koruptor di bagi2 lagi Anggota Dewan , lebih baik untuk rakyat jelata korban PHK  lumayan buat nyambung hidup"
Penjarah perusuh calon koruptor masa depan sama sama ngambil yang bukan miliknya
Smoga pindah
Tersasar dan tindakan diluar adap
Terouskan d Lanjutkan Hantam Terous
"mantap.,.. lanjutkan... rumah Opong,. semua mentri yg nakal dan dewan...."
